bs_type,atr_multiplier,total_return_pct,max_drawdown_pct,calmar_ratio,trades_count,win_rate
"1buy,2buy,3buy",1.5,-0.022195438325000143,0.04113738476656148,-0.5395442236046494,31,0.42857142857142855
"1buy,2buy,3buy",2.0,-0.022195438325000143,0.04113738476656148,-0.5395442236046494,31,0.42857142857142855
"1buy,2buy,3buy,1p",2.5,-0.022195438325000143,0.04113738476656148,-0.5395442236046494,31,0.42857142857142855
"1buy,2buy,3buy,1p",2.0,-0.022195438325000143,0.04113738476656148,-0.5395442236046494,31,0.42857142857142855
"1buy,2buy,3buy,1p",1.5,-0.022195438325000143,0.04113738476656148,-0.5395442236046494,31,0.42857142857142855
"2buy,2p,3buy",3.0,-0.022195438325000143,0.04113738476656148,-0.5395442236046494,31,0.42857142857142855
"2buy,2p,3buy",2.5,-0.022195438325000143,0.04113738476656148,-0.5395442236046494,31,0.42857142857142855
"2buy,2p,3buy",2.0,-0.022195438325000143,0.04113738476656148,-0.5395442236046494,31,0.42857142857142855
"2buy,2p,3buy",1.5,-0.022195438325000143,0.04113738476656148,-0.5395442236046494,31,0.42857142857142855
"1buy,1p",3.0,-0.022195438325000143,0.04113738476656148,-0.5395442236046494,31,0.42857142857142855
"1buy,1p",2.5,-0.022195438325000143,0.04113738476656148,-0.5395442236046494,31,0.42857142857142855
"1buy,1p",2.0,-0.022195438325000143,0.04113738476656148,-0.5395442236046494,31,0.42857142857142855
"1buy,1p",1.5,-0.022195438325000143,0.04113738476656148,-0.5395442236046494,31,0.42857142857142855
"1buy,1p,2buy,2p,3buy",3.0,-0.022195438325000143,0.04113738476656148,-0.5395442236046494,31,0.42857142857142855
"1buy,1p,2buy,2p,3buy",2.5,-0.022195438325000143,0.04113738476656148,-0.5395442236046494,31,0.42857142857142855
"1buy,1p,2buy,2p,3buy",2.0,-0.022195438325000143,0.04113738476656148,-0.5395442236046494,31,0.42857142857142855
"1buy,1p,2buy,2p,3buy",1.5,-0.022195438325000143,0.04113738476656148,-0.5395442236046494,31,0.42857142857142855
"1buy,2buy,3buy",3.0,-0.022195438325000143,0.04113738476656148,-0.5395442236046494,31,0.42857142857142855
"1buy,2buy,3buy",2.5,-0.022195438325000143,0.04113738476656148,-0.5395442236046494,31,0.42857142857142855
"1buy,2buy,3buy,1p",3.0,-0.022195438325000143,0.04113738476656148,-0.5395442236046494,31,0.42857142857142855
