bs_type,atr_multiplier,total_return_pct,max_drawdown_pct,calmar_ratio,trades_count,win_rate
"1,1p,2,2s,3a,3b",1.5,0.08384103383499983,0.0010905561805928216,76.87915150728338,28,0.6153846153846154
"1,1p,2,2s,3a,3b",2.0,0.08384103383499983,0.0010905561805928216,76.87915150728338,28,0.6153846153846154
"1,1p,2,2s,3a,3b",2.5,0.08384103383499983,0.0010905561805928216,76.87915150728338,28,0.6153846153846154
"1,1p,2,2s,3a,3b",3.0,0.08384103383499983,0.0010905561805928216,76.87915150728338,28,0.6153846153846154
"1,2,3a",1.5,0.05314791917499999,0.0014164529682052832,37.52183825936774,15,0.5714285714285714
"1,2,3a",2.0,0.05314791917499999,0.0014164529682052832,37.52183825936774,15,0.5714285714285714
"1,2,3a",2.5,0.05314791917499999,0.0014164529682052832,37.52183825936774,15,0.5714285714285714
"1,2,3a",3.0,0.05314791917499999,0.0014164529682052832,37.52183825936774,15,0.5714285714285714
"1,1p",3.0,0.010858159849999792,0.005892712858680303,1.8426419393582196,14,0.4
"1,1p",2.5,0.010858159849999792,0.005892712858680303,1.8426419393582196,14,0.4
"1,1p",2.0,0.010858159849999792,0.005892712858680303,1.8426419393582196,14,0.4
"1,1p",1.5,0.010858159849999792,0.005892712858680303,1.8426419393582196,14,0.4
"1,2,3a,1p",1.5,0.006007831914999988,0.01053978262460488,0.5700147838888862,14,0.4
"1,2,3a,1p",2.0,0.006007831914999988,0.01053978262460488,0.5700147838888862,14,0.4
"1,2,3a,1p",2.5,0.006007831914999988,0.01053978262460488,0.5700147838888862,14,0.4
"1,2,3a,1p",3.0,0.006007831914999988,0.01053978262460488,0.5700147838888862,14,0.4
"2,2s,3a,3b",1.5,0.012946750329999777,0.03467762813254185,0.3733459012973962,14,0.6666666666666666
"2,2s,3a,3b",2.0,0.012946750329999777,0.03467762813254185,0.3733459012973962,14,0.6666666666666666
"2,2s,3a,3b",2.5,0.012946750329999777,0.03467762813254185,0.3733459012973962,14,0.6666666666666666
"2,2s,3a,3b",3.0,0.012946750329999777,0.03467762813254185,0.3733459012973962,14,0.6666666666666666
