bs_type,atr_multiplier,total_return_pct,max_drawdown_pct,calmar_ratio,trades_count,win_rate
"1buy,2buy,3buy",1.5,-0.08685950582750039,0.13146779857365545,-0.6606903498033166,55,0.2692307692307692
"1buy,1p",2.0,-0.08685950582750039,0.13146779857365545,-0.6606903498033166,55,0.2692307692307692
"1buy,2buy,3buy,1p",2.5,-0.08685950582750039,0.13146779857365545,-0.6606903498033166,55,0.2692307692307692
"1buy,2buy,3buy,1p",2.0,-0.08685950582750039,0.13146779857365545,-0.6606903498033166,55,0.2692307692307692
"1buy,2buy,3buy,1p",1.5,-0.08685950582750039,0.13146779857365545,-0.6606903498033166,55,0.2692307692307692
"2buy,2p,3buy",2.5,-0.08685950582750039,0.13146779857365545,-0.6606903498033166,55,0.2692307692307692
"2buy,2p,3buy",2.0,-0.08685950582750039,0.13146779857365545,-0.6606903498033166,55,0.2692307692307692
"2buy,2p,3buy",1.5,-0.08685950582750039,0.13146779857365545,-0.6606903498033166,55,0.2692307692307692
"1buy,2buy,3buy",2.0,-0.08685950582750039,0.13146779857365545,-0.6606903498033166,55,0.2692307692307692
"1buy,1p",2.5,-0.08685950582750039,0.13146779857365545,-0.6606903498033166,55,0.2692307692307692
"1buy,1p",1.5,-0.08685950582750039,0.13146779857365545,-0.6606903498033166,55,0.2692307692307692
"1buy,1p,2buy,2p,3buy",2.5,-0.08685950582750039,0.13146779857365545,-0.6606903498033166,55,0.2692307692307692
"1buy,1p,2buy,2p,3buy",2.0,-0.08685950582750039,0.13146779857365545,-0.6606903498033166,55,0.2692307692307692
"1buy,1p,2buy,2p,3buy",1.5,-0.08685950582750039,0.13146779857365545,-0.6606903498033166,55,0.2692307692307692
"1buy,2buy,3buy",2.5,-0.08685950582750039,0.13146779857365545,-0.6606903498033166,55,0.2692307692307692
"1buy,1p",3.0,-0.09478471907250001,0.13883462021572066,-0.6827167382690564,57,0.2222222222222222
"1buy,1p,2buy,2p,3buy",3.0,-0.09478471907250001,0.13883462021572066,-0.6827167382690564,57,0.2222222222222222
"2buy,2p,3buy",3.0,-0.09478471907250001,0.13883462021572066,-0.6827167382690564,57,0.2222222222222222
"1buy,2buy,3buy",3.0,-0.09478471907250001,0.13883462021572066,-0.6827167382690564,57,0.2222222222222222
"1buy,2buy,3buy,1p",3.0,-0.09478471907250001,0.13883462021572066,-0.6827167382690564,57,0.2222222222222222
